Event #0 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
 30.664  -341.1  30.664  -289.6
 30.859  -293.8  30.859  -250.2
 31.055  -224.0  31.055  -169.5
 31.250  -192.2  31.250  -135.1
 31.445  -114.1  31.445   -58.1
 31.641   -65.7  31.641   -10.2
 31.836    26.0  31.836    81.6
 32.031    61.6  32.031   113.1
 32.227   137.2  32.227   185.1
 32.422   170.7  32.422   209.8
 32.617   241.7  32.617   287.4
 32.812   284.3  32.812   320.6
 33.008   342.7  33.008   369.0
 33.203   372.1  33.203   391.4
 33.398   416.5  33.398   430.9
 33.594   430.8  33.594   447.5
 33.789   458.4  33.789   465.8
 33.984   469.3  33.984   475.8
 34.180   483.1  34.180   479.5
 34.375   485.1  34.375   477.4
 34.570   480.5  34.570   464.7
 34.766   470.7  34.766   452.8
 34.961   447.1  34.961   420.5
 35.156   433.8  35.156   404.8
 35.352   394.1  35.352   353.9
 35.547   369.8  35.547   330.8
 35.742   310.9  35.742   261.8
 35.938   281.8  35.938   231.9
 36.133   211.7  36.133   157.0
 36.328   170.5  36.328   117.8
 36.523    83.0  36.523    21.8
 36.719    49.7  36.719    -3.9
 36.914   -40.9  36.914   -99.5
 37.109   -83.6  37.109  -139.1
 37.305  -162.6  37.305  -217.0
 37.500  -203.4  37.500  -246.4
 37.695  -273.1  37.695  -322.7
 37.891  -303.5  37.891  -340.8
 38.086  -380.0  38.086  -412.5
 38.281  -396.4  38.281  -426.3
 38.477  -442.4  38.477  -467.5
 38.672  -463.4  38.672  -485.6
 38.867  -494.1  38.867  -499.9
 39.062  -499.9  39.062  -499.9
 39.258  -499.9  39.258  -499.9
 39.453  -499.9  39.453  -499.9
 39.648  -499.9  39.648  -493.8
 39.844  -494.8  39.844  -474.4
 40.039  -467.3  40.039  -434.3
 40.234  -446.1  40.234  -412.4
 40.430  -397.7  40.430  -356.3
 40.625  -365.9  40.625  -321.5
 40.820  -296.9  40.820  -249.5
 41.016  -264.3  41.016  -207.7
 41.211  -180.3  41.211  -123.9
 41.406  -147.4  41.406   -94.6
 41.602   -56.9  41.602     1.0
 41.797   -17.7  41.797    32.8
 41.992    80.6  41.992   129.4
 42.188   117.3  42.188   165.6
 42.383   190.0  42.383   237.3
 42.578   234.2  42.578   272.0
 42.773   302.9  42.773   333.0
 42.969   328.2  42.969   357.9
 43.164   375.3  43.164   400.5
 43.359   402.0  43.359   422.0
 43.555   441.4  43.555   450.5
 43.750   451.4  43.750   461.7
 43.945   471.2  43.945   473.8
 44.141   479.4  44.141   479.9
 44.336   482.7  44.336   474.0
 44.531   481.1  44.531   470.9
 44.727   469.6  44.727   451.4
 44.922   459.3  44.922   437.9
 45.117   430.4  45.117   397.3
 45.312   412.5  45.312   377.6
 45.508   364.7  45.508   323.3
 45.703   334.2  45.703   290.1
 45.898   262.3  45.898   208.7
 46.094   240.5  46.094   190.1
 46.289   157.4  46.289   103.5
 46.484   122.9  46.484    65.9
 46.680    39.4  46.680   -19.6
 46.875     0.9  46.875   -50.2
 47.070   -83.4  47.070  -139.5
 47.266  -128.4  47.266  -186.6
 47.461  -213.9  47.461  -262.1
 47.656  -243.6  47.656  -286.5
 47.852  -320.2  47.852  -356.8
 48.047  -343.8  48.047  -380.3
 48.242  -406.8  48.242  -437.2
 48.438  -426.7  48.438  -449.3
 48.633  -467.4  48.633  -483.9
 48.828  -484.7  48.828  -498.5
 49.023  -499.9  49.023  -499.9
 49.219  -499.9  49.219  -499.9
 49.414  -499.9  49.414  -499.9
 49.609  -499.9  49.609  -499.5
 49.805  -497.8  49.805  -475.4
 50.000  -480.8  50.000  -455.5
 50.195  -447.0  50.195  -416.4
 50.391  -421.8  50.391  -385.0
 50.586  -360.5  50.586  -314.2
 50.781  -330.9  50.781  -283.5
 50.977  -268.1  50.977  -214.8
 51.172  -222.7  51.172  -170.5
 51.367  -131.1  51.367   -76.5
 51.562  -101.4  51.562   -45.1
 51.758   -12.0  51.758    37.2
 51.953    36.9  51.953    91.5
 52.148   115.2  52.148   166.6
 52.344   149.0  52.344   195.9
 52.539   229.3  52.539   268.9
 52.734   267.3  52.734   298.8
 52.930   324.6  52.930   353.2
 53.125   353.2  53.125   377.7
 53.320   399.4  53.320   417.4
 53.516   419.7  53.516   436.9
 53.711   451.2  53.711   459.3
 53.906   462.2  53.906   467.6
 54.102   478.8  54.102   478.5
 54.297   484.8  54.297   479.7
 54.492   481.7  54.492   471.2
 54.688   477.8  54.688   464.0
 54.883   459.1  54.883   435.2
 55.078   444.9  55.078   421.1
 55.273   412.2  55.273   376.0
 55.469   389.2  55.469   352.7
 55.664   332.5  55.664   284.9
 55.859   298.2  55.859   247.3
 56.055   230.2  56.055   173.7
 56.250   195.6  56.250   143.6
 56.445   116.4  56.445    55.8
 56.641    69.2  56.641    14.1
 56.836   -14.9  56.836   -74.3
 57.031   -56.0  57.031  -106.5
 57.227  -127.1  57.227  -181.8
 57.422  -165.1  57.422  -214.9
 57.617  -256.8  57.617  -303.6
 57.812  -282.7  57.812  -323.7
 58.008  -350.3  58.008  -386.6
 58.203  -382.8  58.203  -412.7
 58.398  -426.1  58.398  -456.3
 58.594  -450.0  58.594  -471.9
 58.789  -485.1  58.789  -499.9
 58.984  -497.1  58.984  -499.9
 59.180  -499.9  59.180  -499.9
 59.375  -499.9  59.375  -499.9
 59.570  -499.9  59.570  -499.4
 59.766  -499.9  59.766  -484.9
 59.961  -480.5  59.961  -451.0
 60.156  -463.8  60.156  -432.3
 60.352  -417.6  60.352  -380.5
 60.547  -386.5  60.547  -349.9
 60.742  -320.0  60.742  -271.9
 60.938  -289.5  60.938  -240.3
 61.133  -221.6  61.133  -173.4
 61.328  -169.9  61.328  -118.6
 61.523   -76.2  61.523   -22.8
 61.719   -46.2  61.719    13.3
 61.914    33.8  61.914    84.5
 62.109    86.6  62.109   134.9
 62.305   158.1  62.305   200.4
 62.500   183.5  62.500   232.3
 62.695   261.8  62.695   302.7
 62.891   306.4  62.891   339.9
 63.086   363.1  63.086   386.4
 63.281   381.2  63.281   404.1
 63.477   419.8  63.477   434.9
 63.672   442.3  63.672   452.3
 63.867   463.9  63.867   468.4
 64.062   471.9  64.062   475.0
 64.258   483.7  64.258   479.3
 64.453   484.3  64.453   478.1
 64.648   474.8  64.648   458.8
 64.844   469.8  64.844   451.6
 65.039   445.9  65.039   417.3
 65.234   426.2  65.234   395.3
 65.430   382.1  65.430   343.2
 65.625   360.8  65.625   318.5
 65.820   297.8  65.820   246.1
 66.016   252.8  66.016   199.2
 66.211   183.8  66.211   130.3
 66.406   141.3  66.406    94.3
 66.602    68.7  66.602     6.4
 66.797    26.6  66.797   -21.9
 66.992   -64.2  66.992  -125.6
 67.188  -100.8  67.188  -152.1
 67.383  -186.3  67.383  -239.9
 67.578  -227.7  67.578  -273.0
 67.773  -296.9  67.773  -338.9
 67.969  -316.6  67.969  -354.7
 68.164  -384.9  68.164  -421.5
 68.359  -412.1  68.359  -443.4
 68.555  -460.0  68.555  -482.7
 68.750  -466.8  68.750  -485.6
 68.945  -499.9  68.945  -499.9
 69.141  -499.9  69.141  -499.9
 69.336  -499.9  69.336  -499.9
 69.531  -499.9  69.531  -499.9
 69.727  -499.9  69.727  -485.1
 69.922  -490.6  69.922  -466.2
 70.117  -460.4  70.117  -428.3
 70.312  -437.4  70.312  -402.5
 70.508  -381.2  70.508  -340.3
 70.703  -341.2  70.703  -293.6
 70.898  -273.5  70.898  -220.2
 71.094  -236.0  71.094  -184.1
 71.289  -160.3  71.289  -101.0
 71.484  -110.0  71.484   -57.3
 71.680   -29.1  71.680    26.7
 71.875     8.7  71.875    64.7
 72.070    86.2  72.070   138.3
 72.266   135.9  72.266   179.9
 72.461   215.6  72.461   256.2
 72.656   247.7  72.656   284.2
 72.852   308.4  72.852   338.2
 73.047   345.0  73.047   369.4
 73.242   391.4  73.242   414.5
 73.438   409.2  73.438   427.7
 73.633   447.5  73.633   456.1
 73.828   459.6  73.828   467.7
 74.023   476.2  74.023   475.1
 74.219   482.3  74.219   479.4
 74.414   484.5  74.414   473.5
 74.609   479.6  74.609   467.1
 74.805   461.6  74.805   438.7
 75.000   451.3  75.000   426.4
 75.195   420.5  75.195   387.2
 75.391   391.2  75.391   355.9
 75.586   337.3  75.586   292.0
 75.781   317.8  75.781   272.7
 75.977   250.6  75.977   196.0
 76.172   216.6  76.172   167.5
 76.367   138.0  76.367    79.6
 76.562    95.7  76.562    39.0
 76.758    15.3  76.758   -43.5
 76.953   -29.7  76.953   -82.7
 77.148  -114.8  77.148  -172.3
 77.344  -148.8  77.344  -195.2
 77.539  -227.3  77.539  -273.0
 77.734  -257.4  77.734  -304.7
 77.930  -334.6  77.930  -368.4
 78.125  -358.9  78.125  -395.2
 78.320  -414.2  78.320  -440.9
 78.516  -444.4  78.516  -467.6
 78.711  -482.1  78.711  -495.9
 78.906  -485.5  78.906  -497.1
 79.102  -499.9  79.102  -499.9
 79.297  -499.9  79.297  -499.9
 79.492  -499.9  79.492  -499.9
 79.688  -499.9  79.688  -493.5
 79.883  -491.6  79.883  -468.3
 80.078  -471.2  80.078  -443.4
 80.273  -426.8  80.273  -384.7
 80.469  -399.4  80.469  -356.2
 80.664  -341.7  80.664  -294.0
 80.859  -307.4  80.859  -257.0
 81.055  -225.5  81.055  -175.4
 81.250  -199.1  81.250  -143.2
 81.445  -118.7  81.445   -64.7
 81.641   -67.8  81.641   -15.3
 81.836    25.8  81.836    78.4
 82.031    51.9  82.031   104.4
 82.227   142.6  82.227   189.4
 82.422   178.1  82.422   218.8
 82.617   249.1  82.617   286.5
 82.812   283.0  82.812   313.9
 83.008   341.7  83.008   368.7
 83.203   372.4  83.203   395.4
 83.398   417.4  83.398   430.8
 83.594   430.7  83.594   443.1
 83.789   461.2  83.789   467.5
 83.984   470.8  83.984   475.1
 84.180   485.5  84.180   480.7
 84.375   486.4  84.375   479.7
 84.570   479.9  84.570   465.9
 84.766   472.7  84.766   454.4
 84.961   446.6  84.961   420.7
 85.156   432.3  85.156   404.4
 85.352   391.0  85.352   352.0
 85.547   365.1  85.547   327.8
 85.742   302.3  85.742   254.2
 85.938   270.6  85.938   223.8
 86.133   210.8  86.133   151.4
 86.328   164.2  86.328   113.2
 86.523    69.2  86.523    10.8
 86.719    43.2  86.719    -8.3
 86.914   -44.3  86.914  -100.8
 87.109   -92.1  87.109  -144.0
 87.305  -175.5  87.305  -224.4
 87.500  -203.8  87.500  -249.6
 87.695  -277.9  87.695  -321.9
 87.891  -312.5  87.891  -353.6
 88.086  -383.3  88.086  -419.0
 88.281  -401.8  88.281  -426.8
 88.477  -444.7  88.477  -465.2
 88.672  -461.7  88.672  -481.2
 88.867  -499.1  88.867  -499.9
 89.062  -499.9  89.062  -499.9
 89.258  -499.9  89.258  -499.9
 89.453  -499.9  89.453  -499.9
 89.648  -499.9  89.648  -488.4
 89.844  -492.4  89.844  -471.3
 90.039  -465.9  90.039  -434.7
 90.234  -440.0  90.234  -405.7
 90.430  -381.6  90.430  -339.4
 90.625  -358.3  90.625  -311.1
 90.820  -289.9  90.820  -237.9
 91.016  -249.2  91.016  -195.2
 91.211  -155.6  91.211  -101.1
 91.406  -118.5  91.406   -63.6
 91.602   -39.3  91.602    11.0
 91.797     7.3  91.797    55.8
 91.992    91.4  91.992   137.5
 92.188   126.0  92.188   172.6
 92.383   199.6  92.383   245.2
 92.578   237.5  92.578   277.8
 92.773   311.8  92.773   341.6
 92.969   333.0  92.969   360.7
 93.164   383.4  93.164   403.0
 93.359   410.7  93.359   428.9
 93.555   445.4  93.555   453.6
 93.750   457.2  93.750   465.7
 93.945   473.9  93.945   475.8
 94.141   480.5  94.141   480.8
 94.336   481.8  94.336   472.6
 94.531   479.0  94.531   467.3
 94.727   467.5  94.727   447.9
 94.922   452.6  94.922   429.9
 95.117   421.6  95.117   389.7
 95.312   404.4  95.312   367.2
 95.508   359.7  95.508   315.1
 95.703   319.7  95.703   272.2
 95.898   254.8  95.898   202.0
 96.094   220.9  96.094   169.2
 96.289   143.5  96.289    84.1
 96.484    94.9  96.484    40.6
 96.680    10.7  96.680   -46.5
 96.875   -28.0  96.875   -77.9
 97.070  -118.1  97.070  -166.6
 97.266  -146.9  97.266  -201.5
 97.461  -225.4  97.461  -276.6
 97.656  -256.0  97.656  -297.2
 97.852  -327.8  97.852  -364.3
 98.047  -363.5  98.047  -393.7
 98.242  -425.0  98.242  -451.4
 98.438  -439.9  98.438  -460.2
 98.633  -473.5  98.633  -494.4
 98.828  -492.9  98.828  -499.9
 99.023  -499.9  99.023  -499.9
 99.219  -499.9  99.219  -499.9
 99.414  -499.9  99.414  -499.9
 99.609  -499.9  99.609  -493.2
 99.805  -490.7  99.805  -463.7
100.000  -473.9 100.000  -446.5
100.195  -430.1 100.195  -393.6
100.391  -401.9 100.391  -361.1
100.586  -346.4 100.586  -297.7
100.781  -312.4 100.781  -259.8
100.977  -240.9 100.977  -187.1
101.172  -193.6 101.172  -139.2
101.367  -111.6 101.367   -57.5
101.562   -67.3 101.562   -10.7
101.758    21.8 101.758    73.4
101.953    65.5 101.953   113.8
102.148   140.4 102.148   185.9
102.344   177.9 102.344   218.1
102.539   247.3 102.539   284.3
102.734   278.9 102.734   322.1
102.930   348.4 102.930   373.5
103.125   369.6 103.125   392.2
103.320   412.4 103.320   428.8
103.516   429.2 103.516   444.6
103.711   460.2 103.711   467.0
103.906   468.7 103.906   473.9
104.102   480.9 104.102   478.6
104.297   483.2 104.297   478.3
104.492   479.3 104.492   464.5
104.688   473.0 104.688   456.2
104.883   450.3 104.883   423.7
105.078   437.1 105.078   407.3
105.273   400.2 105.273   360.2
105.469   376.2 105.469   336.8
105.664   320.5 105.664   271.7
105.859   287.8 105.859   238.0
106.055   207.4 106.055   148.9
106.250   175.0 106.250   116.5
106.445    89.0 106.445    32.1
106.641    34.9 106.641   -13.1
106.836   -45.0 106.836  -101.3
107.031   -76.1 107.031  -127.7
107.227  -159.3 107.227  -215.5
107.422  -198.9 107.422  -247.8
107.617  -277.1 107.617  -324.9
107.812  -303.4 107.812  -342.1
108.008  -369.7 108.008  -403.8
108.203  -393.3 108.203  -424.4
108.398  -443.4 108.398  -468.1
108.594  -460.7 108.594  -477.0
108.789  -488.8 108.789  -499.9
108.984  -499.9 108.984  -499.9
109.180  -499.9 109.180  -499.9
109.375  -499.9 109.375  -499.9
109.570  -499.9 109.570  -495.3
109.766  -499.9 109.766  -481.5
109.961  -465.6 109.961  -431.2
110.156  -424.1 110.156  -389.9
110.352  -397.9 110.352  -356.1
110.547  -357.3 110.547  -310.2
110.742  -289.7 110.742  -235.4
110.938  -230.4 110.938  -174.6
111.133  -181.1 111.133  -123.7
111.328  -129.9 111.328   -79.9
111.523   -42.0 111.523    13.2
111.719    -1.4 111.719    49.9
111.914    97.6 111.914   143.9
112.109   114.0 112.109   160.5
112.305   202.0 112.305   251.7
112.500   242.9 112.500   281.5
112.695   301.7 112.695   337.1
112.891   329.1 112.891   357.8
113.086   371.3 113.086   399.8
113.281   402.8 113.281   419.5
113.477   444.5 113.477   455.1
113.672   454.4 113.672   463.9
113.867   470.3 113.867   473.3
114.062   481.6 114.062   481.5
114.258   486.3 114.258   478.2
114.453   484.1 114.453   473.3
114.648   476.7 114.648   457.4
114.844   463.1 114.844   443.4
115.039   435.2 115.039   402.2
115.234   410.4 115.234   378.4
115.430   370.2 115.430   327.5
115.625   339.5 115.625   294.9
115.820   277.3 115.820   229.1
116.016   243.1 116.016   196.1
116.211   166.6 116.211   112.6
116.406   116.1 116.406    67.6
116.602    44.2 116.602   -14.5
116.797    -5.1 116.797   -65.1
116.992   -84.2 116.992  -142.4
117.188  -132.0 117.188  -180.6
117.383  -206.8 117.383  -253.9
117.578  -251.6 117.578  -299.7
117.773  -304.6 117.773  -351.0
117.969  -351.2 117.969  -383.5
118.164  -401.8 118.164  -433.7
118.359  -429.9 118.359  -455.3
118.555  -467.7 118.555  -486.7
118.750  -484.9 118.750  -499.9
118.945  -499.9 118.945  -499.9
119.141  -499.9 119.141  -499.9
119.336  -499.9 119.336  -499.9
119.531  -499.9 119.531  -499.9
119.727  -497.8 119.727  -478.3
119.922  -485.1 119.922  -460.6
120.117  -446.5 120.117  -413.0
120.312  -413.4 120.312  -376.6
120.508  -366.0 120.508  -320.3
120.703  -327.8 120.703  -283.1
120.898  -254.7 120.898  -200.8
121.094  -212.6 121.094  -163.2
121.289  -131.5 121.289   -78.0
121.484   -89.4 121.484   -34.1
121.680   -12.0 121.680    40.1
121.875    37.4 121.875    89.6
122.070   115.5 122.070   165.8
122.266   159.3 122.266   207.8
122.461   232.3 122.461   277.2
122.656   263.8 122.656   306.5
122.852   327.8 122.852   358.7
123.047   357.0 123.047   385.0
123.242   402.4 123.242   422.8
123.438   419.4 123.438   437.7
123.633   452.3 123.633   459.4
123.828   464.1 123.828   468.0
124.023   480.7 124.023   478.7
124.219   482.5 124.219   477.2
124.414   483.2 124.414   471.2
124.609   475.6 124.609   461.1
124.805   457.9 124.805   435.2
125.000   441.0 125.000   415.9
125.195   409.9 125.195   372.5
125.391   378.9 125.391   343.4
125.586   324.5 125.586   275.7
125.781   284.6 125.781   235.1
125.977   230.1 125.977   172.0
126.172   179.2 126.172   127.2
126.367   110.1 126.367    52.3
126.562    64.3 126.562    10.3
126.758   -15.0 126.758   -76.7
126.953   -64.7 126.953  -118.8
127.148  -141.8 127.148  -201.2
127.344  -194.0 127.344  -239.1
127.539  -264.7 127.539  -311.7
127.734  -295.6 127.734  -334.1
127.930  -355.1 127.930  -392.6
128.125  -385.2 128.125  -415.9
128.320  -431.0 128.320  -456.9
128.516  -461.8 128.516  -480.1
128.711  -485.3 128.711  -499.9
128.906  -499.9 128.906  -499.9
129.102  -499.9 129.102  -499.9
129.297  -499.9 129.297  -499.9
129.492  -499.9 129.492  -498.6
129.688  -499.9 129.688  -484.1
129.883  -474.5 129.883  -445.8
130.078  -451.6 130.078  -417.5
130.273  -405.3 130.273  -363.1
130.469  -368.1 130.469  -323.9
130.664  -316.9 130.664  -266.8
130.859  -271.3 130.859  -220.1
131.055  -200.1 131.055  -144.6
131.250  -147.5 131.250   -93.8
131.445   -63.6 131.445    -8.9
131.641   -18.5 131.641    31.0
131.836    55.8 131.836   108.0
132.031   102.2 132.031   144.8
132.227   184.0 132.227   228.9
132.422   216.0 132.422   258.4
132.617   277.5 132.617   315.0
132.812   314.9 132.812   346.3
133.008   363.9 133.008   393.7
133.203   395.7 133.203   416.5
133.398   433.2 133.398   446.4
133.594   448.7 133.594   456.1
133.789   471.7 133.789   474.0
133.984   476.6 133.984   477.3
134.180   483.8 134.180   477.1
134.375   481.3 134.375   471.1
134.570   470.6 134.570   451.8
134.766   455.8 134.766   435.4
134.961   432.8 134.961   399.8
135.156   408.0 135.156   374.9
135.352   360.5 135.352   319.0
135.547   329.8 135.547   285.8
135.742   267.9 135.742   211.4
135.938   226.1 135.938   174.8
136.133   156.3 136.133    96.8
136.328    97.7 136.328    45.3
136.523    42.6 136.523   -18.2
136.719   -22.7 136.719   -72.1
136.914   -88.4 136.914  -143.4
137.109  -139.1 137.109  -193.2
137.305  -203.6 137.305  -255.7
137.500  -264.6 137.500  -305.9
137.695  -323.1 137.695  -362.3
137.891  -353.3 137.891  -385.0
138.086  -404.7 138.086  -437.3
138.281  -435.3 138.281  -460.2
138.477  -466.2 138.477  -484.3
138.672  -488.8 138.672  -499.3
138.867  -499.9 138.867  -499.9
139.062  -499.9 139.062  -499.9
139.258  -499.9 139.258  -499.9
139.453  -499.9 139.453  -497.6
139.648  -495.9 139.648  -473.7
139.844  -476.8 139.844  -449.0
140.039  -436.8 140.039  -406.6
140.234  -418.7 140.234  -378.5
140.430  -361.3 140.430  -315.1
140.625  -324.8 140.625  -271.2
140.820  -249.8 140.820  -195.9
141.016  -208.3 141.016  -159.8
141.211  -135.7 141.211   -75.5
141.406   -74.4 141.406   -13.0
141.602    11.2 141.602    60.5
141.797    57.2 141.797   105.0
141.992   127.6 141.992   171.9
142.188   172.4 142.188   214.0
142.383   239.1 142.383   280.6
142.578   279.7 142.578   316.1
142.773   332.9 142.773   366.7
142.969   365.2 142.969   390.0
143.164   406.6 143.164   424.5
143.359   427.8 143.359   444.5
143.555   457.4 143.555   464.6
143.750   469.2 143.750   473.0
143.945   481.9 143.945   478.3
144.141   481.0 144.141   477.3
144.336   478.0 144.336   466.0
144.531   471.1 144.531   454.8
144.727   451.6 144.727   427.2
144.922   434.9 144.922   406.3
145.117   403.6 145.117   368.2
145.312   376.9 145.312   338.5
145.508   326.5 145.508   275.9
145.703   288.4 145.703   239.4
145.898   221.9 145.898   166.0
146.094   166.3 146.094   118.7
146.289    88.5 146.289    35.5
146.484    56.1 146.484     2.7
146.680   -18.3 146.680   -79.1
146.875   -73.9 146.875  -125.0
147.070  -142.1 147.070  -194.6
147.266  -198.8 147.266  -246.8
147.461  -255.8 147.461  -306.7
147.656  -305.5 147.656  -341.1
147.852  -364.3 147.852  -397.2
148.047  -394.4 148.047  -421.4
148.242  -438.8 148.242  -461.8
148.438  -462.0 148.438  -477.9
